"meta:instanceID","Identificacao:Data","Identificacao:localGps:Latitude","Identificacao:localGps:Longitude","Identificacao:localGps:Altitude","Identificacao:localGps:Accuracy","Identificacao:Localizacao","Identificacao:Genero","Identificacao:ondemora","Identificacao:Idade","teste1","teste2","comunidade1","comunidade2","comunidade3","comunidade4","comunidade5","casa1","casa2","casa3","casa4","casa5","escola1","escola2","escola3","escola4","escola5","espacos1","espacos2","espacos3","espacos4","espacos5","pessoas1","pessoas2","pessoas3","pessoas4","pessoas5","eu1","eu2","eu3","eu4","eu5","FavelaNews1","FavelaNews2","FavelaNews3","FavelaNews4","FavelaNews5"
"uuid:244197bc-011a-4b4e-9d85-4597f762cb23","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","F","Arruda","8","1","1","0","0","0","2","0","0","0","2","0","1","0","2","2","2","0","2","2","1","1","2","0","0","1","0","0","1","1","0","0","0","1","1","0","2","0"
"uuid:9cd59720-a656-484a-862c-196a716e5c70","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","F","Arruda","11","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","2","2","1","1","0","0","0","0","0","0","0","0","1","2","1","0","0"
"uuid:29a037d1-95a1-4920-8bc4-9c78a21b58c7","Tue Jun 03 00:00:00 UTC 2014","-8.0286624000","-34.8855200000","0E-10","1326.0000000000","null","F","Arruda","11","1","0","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","0"
"uuid:24708d1d-6a3d-4dd8-bdf4-a5513c18ad34","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","F","Arruda","11","0","1","0","1","1","2","2","0","0","0","0","1","1","1","2","1","2","2","0","2","2","1","1","1","2","0","0","1","1","0","0","0","1","2","0","1","0"
"uuid:c7fb17bc-78ad-4613-99f4-efe9c8d93412","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","F","Arruda","9","0","0","0","2","0","0","2","0","0","0","0","1","0","2","0","0","0","2","1","0","2","2","2","0","2","2","0","1","0","0","0","0","0","2","2","0","0"
"uuid:519c24e1-8fad-45c2-8f44-822465b70cd3","Tue Jun 03 00:00:00 UTC 2014","-8.0194639787","-34.8792338837","-7.7000000000","5.0000000000","null","M","Chao de estrelas","12","0","0","0","0","0","2","0","0","0","2","2","0","0","0","0","2","1","0","0","0","0","1","1","2","0","1","0","0","1","1","1","1","1","0","1","0","0"
"uuid:126e6220-c29e-45aa-9a23-8a04326dd324","Tue Jun 03 00:00:00 UTC 2014","-8.0194449099","-34.8792526592","-4.0000000000","5.0000000000","null","M","Chao de estrelas","11","1","0","1","0","2","2","2","0","0","2","2","2","0","2","0","2","1","0","2","2","0","2","2","2","2","1","0","2","1","2","2","0","0","1","2","1","0"
"uuid:4fb3c5ee-ecdc-42fb-949f-8ec97c01fbbb","Tue Jun 03 00:00:00 UTC 2014","-8.0286543000","-34.8859680000","0E-10","1326.0000000000","null","F","Rua pedro rodrigo de barros","11","1","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","0","1","0"
"uuid:44687ccf-7d4e-4ec2-ada0-e2ca386ea990","Tue Jun 03 00:00:00 UTC 2014","-8.0279382000","-34.8897036000","0E-10","1286.0000000000","null","F","Rua pedro rodrigues de barros","8","1","1","0","0","0","0","0","0","0","2","0","1","2","1","1","0","0","1","2","0","2","1","1","0","1","2","0","0","2","1","0","0","2","2","0","1","0"
"uuid:df969669-4931-4c22-9b94-409f4c5edaa8","Tue Jun 03 00:00:00 UTC 2014","-8.0217310321","-34.8763172328","13.1000000000","15.0000000000","null","F","Avenida professor jose dos anjos","12","0","1","2","0","2","2","2","0","0","2","0","1","0","1","0","1","0","2","2","2","1","2","1","0","2","0","0","0","0","0","0","0","1","2","0","2","0"
"uuid:6fd21ac3-cfd8-4c27-960c-9a2643afe8b5","Tue Jun 03 00:00:00 UTC 2014","-8.0220360495","-34.8771467060","10.4000000000","15.0000000000","null","M","null","11","0","0","0","0","0","0","0","2","2","2","2","0","0","2","2","2","0","0","0","0","0","0","2","2","0","2","0","0","0","0","2","0","1","1","0","0","1"
"uuid:105d08b1-2987-46b1-ad70-aba564de00e1","Tue Jun 03 00:00:00 UTC 2014","-8.0215755897","-34.8763090186","-10.3000000000","15.0000000000","null","M","Avenida professor jose dos anjos campo grande","9","0","0","2","2","2","1","0","0","0","2","2","0","0","2","2","0","2","0","1","0","2","0","2","1","2","0","0","0","0","0","0","0","1","1","0","0","0"
"uuid:10561e32-432b-440f-a9fe-29b4f9f38f75","Tue Jun 03 00:00:00 UTC 2014","-8.0207018000","-34.8841150000","0E-10","1217.0000000000","null","F","Ch?o de estrelas","12","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","2","0","2","1","0","1","2","0","0","0","1","1","1","0","0"
"uuid:b580df14-e00c-4008-aae5-2b743ad79477","Tue Jun 03 00:00:00 UTC 2014","-8.0208197571","-34.8791997531","5.4773214506","10.0000000000","null","M","saramandaia","10","0","0","0","0","0","2","2","0","0","2","0","1","0","2","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:acb3a0c3-0d04-4f23-8f83-ba2bfcd77b0b","Tue Jun 03 00:00:00 UTC 2014","-8.0209441807","-34.8791636431","-6.8460881123","10.0000000000","null","M","Chao de estrelas","11","0","2","0","1","1","2","2","0","0","0","0","2","1","2","1","2","0","1","2","0","2","2","2","0","0","0","0","0","0","0","0","0","0","2","0","1","0"
"uuid:b4b0ebda-171c-4c57-99fb-4fe7a26b440e","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Terminal de Ch?o de estrelas","F","Ch?o de estrelas","9","0","0","0","0","1","1","1","0","0","2","0","2","0","0","0","1","0","0","0","0","0","2","2","0","2","0","66","0","0","0","0","0","0","2","1","1","1"
"uuid:927aedc3-c81f-4f45-92d6-c478e40ba4b0","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Av.professor jose dos anjos","F","Saramandaia","10","0","0","2","0","0","2","2","0","0","2","1","0","0","0","0","1","0","2","1","0","0","2","1","2","2","1","0","1","1","0","0","0","2","2","1","1","0"
"uuid:c94d884b-8237-4a87-9809-b0b39376e646","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Rua Capile","F","Capile","10","1","1","0","0","0","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","66","0","0","0","0","0","0","2","2","2","0","0"
"uuid:13281e9d-0c78-49e4-a36a-4162d7897e02","Tue Jun 03 00:00:00 UTC 2014","-8.0196416751","-34.8793032020","5.5000000000","5.0000000000","null","M","Chao de estrelas","11","2","0","2","0","0","0","2","0","0","2","0","0","0","0","0","1","0","2","0","2","0","2","2","2","2","0","0","0","0","0","0","0","1","2","2","2","0"
"uuid:22b94594-d542-40db-9822-99d6cb9bb9ed","Tue Jun 03 00:00:00 UTC 2014","-8.0286627000","-34.8887287000","0E-10","1633.0000000000","Arruda","F","Campo grande","8","0","0","2","0","2","1","0","0","0","2","2","2","0","2","1","2","0","0","0","0","0","0","1","2","1","0","0","0","2","0","0","0","0","2","0","0","0"
"uuid:a3ac28b5-68aa-4978-9172-bbd69bf134e2","Tue Jun 03 00:00:00 UTC 2014","-8.0271969549","-34.8883914482","-20.1000000000","30.0000000000","null","F","Arruda","8","1","0","0","0","0","2","1","2","0","0","1","1","0","0","1","1","1","1","1","0","2","2","1","1","1","1","0","1","0","0","0","1","1","1","1","1","1"
"uuid:3ce3c103-82bc-4bc9-a01d-ecfc17d1e72b","Tue Jun 03 00:00:00 UTC 2014","-8.0264255684","-34.8875385057","-11.1000000000","25.0000000000","null","F","Arruda","10","1","1","0","0","0","2","1","0","0","1","1","1","0","0","0","1","0","2","0","1","2","1","2","1","0","0","0","0","0","0","0","0","1","2","1","0","0"
"uuid:2d8cb875-a877-4933-ade0-c65b8c45d618","Tue Jun 03 00:00:00 UTC 2014","-8.0246286979","-34.8838698305","0.6000000000","10.0000000000","null","M","Arruda","12","0","1","0","1","1","1","2","0","0","1","1","0","0","1","0","0","1","2","1","1","2","0","1","0","1","1","0","0","0","0","0","0","1","2","2","1","0"
"uuid:6a9662ef-e555-433d-a21e-b5bb043bc9e7","Tue Jun 03 00:00:00 UTC 2014","-8.0259081954","-34.8864246346","22.8000000000","30.0000000000","null","F","Arruda","10","1","1","0","0","0","1","1","0","0","2","0","0","0","0","0","1","0","2","0","0","2","2","1","0","0","0","0","0","1","0","0","1","1","2","0","0","0"
"uuid:2ea69170-f9c6-4f18-a6bc-a042c6a103c8","Tue Jun 03 00:00:00 UTC 2014","-8.0257486040","-34.8869976215","25.8000000000","20.0000000000","null","M","Arruda","10","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:1aa24871-9225-4cdb-85ed-bf0bbacd5545","Tue Jun 03 00:00:00 UTC 2014","-8.0207018000","-34.8841150000","0E-10","1217.0000000000","null","F","Saramandaia","8","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","2","0","0","0","0","0","0","0","1","0","0","0"
"uuid:36dcdd43-453b-43e1-8561-e3443e738908","Tue Jun 03 00:00:00 UTC 2014","-8.0239690935","-34.8794171731","3.5497137685","20.0000000000","null","F","Saramandaia","8","1","2","0","0","1","1","0","0","0","2","2","1","0","2","0","1","0","0","0","1","2","2","2","2","1","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:1c233468-7616-46e7-8f8d-b9cd26d06631","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","F","Capil?","12","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","66","0","1","0","0","2","0","0","1","1","1","1","0","2","0"
"uuid:18a5663b-1fe4-4925-83ab-959506db4f6c","Tue Jun 03 00:00:00 UTC 2014","-8.0227928935","-34.8777769413","51.8000000000","15.0000000000","null","F","Av professor jose dos anjos","12","0","1","0","0","0","0","2","0","0","2","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","2","2","1","1","0","2","99","99","0","0"
"uuid:6573ef19-7f94-4209-9e8c-d2c31e1b5a9f","Wed Jun 04 00:00:00 UTC 2014","null","null","null","null","null","F","Saramandia","11","0","0","0","1","0","2","1","1","0","2","1","0","1","0","0","1","1","1","1","1","1","1","2","0","1","1","2","1","1","0","0","0","0","1","0","0","0"
"uuid:444957ec-d41c-4034-8ff7-afda6ddc9a26","Thu Jun 05 00:00:00 UTC 2014","-8.0267489841","-34.8864694778","12.7000000000","5.0000000000","null","F","Arruda","11","2","0","2","0","2","0","1","1","0","2","2","1","0","2","2","1","0","0","2","1","2","0","1","2","0","0","0","0","1","0","0","0","2","1","0","1","0"
"uuid:9eb7c8c0-8d1f-4abe-be59-04c38e3eaaeb","Thu Jun 05 00:00:00 UTC 2014","-8.0282272000","-34.8760980000","0E-10","1313.0000000000","Campo Grande","M","Saramandia","12","1","2","1","0","0","1","0","0","0","2","1","0","0","2","2","2","0","2","0","2","0","2","2","0","2","2","0","1","0","0","0","0","0","1","0","0","0"
"uuid:0de3303c-c98d-4840-a186-c7229aa5be39","Mon Jun 23 00:00:00 UTC 2014","-8.0281269271","-34.8876641504","-14.6000000000","5.0000000000","null","M","Rua marques de baipendi","10","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","99","0","1","1","0","1","0","1","0","0","0","1","0","0","0","2","2","0","1","0"
"uuid:5a4c1e11-8216-45e7-bcae-7dabed874521","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Campo Grande","M","Saramandaia","10","1","1","1","0","1","1","1","1","1","1","1","1","1","2","1","1","1","0","1","2","0","1","0","1","2","2","0","1","1","1","1","1","1","1","1","1","0"
"uuid:83b4ca33-9b21-4853-b08f-8a9aef84c1a0","Thu Jun 05 00:00:00 UTC 2014","-8.0222459968","-34.8764531596","-21.8091702973","10.0000000000","null","M","null","12","0","2","66","1","0","1","2","0","66","2","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","99","0","0","0","0","0","2","99","99","1","1"
"uuid:c35b129c-4a13-48cb-8f9c-73d98c648ab6","Thu Jun 05 00:00:00 UTC 2014","-8.0219713605","-34.8767286590","2.0973485122","10.0000000000","null","M","Saramandaia","14","0","2","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","2","0","1","0"
"uuid:1c5c8431-85ed-48f7-9fe5-35919787c404","Thu Jun 05 00:00:00 UTC 2014","-8.0222529376","-34.8766207659","-5.9271781798","15.0000000000","null","M","null","12","0","2","0","0","0","2","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","99","2","0","99","0","0","0","0","0","0","0","0","2","0","0","0"
"uuid:ab33738f-7d93-41a1-800a-c8e7e3b99589","Thu Jun 05 00:00:00 UTC 2014","-8.0184881156","-34.8802886624","10.3000000000","10.0000000000","null","M","Chao de estrelas","9","1","0","0","0","1","2","1","0","0","2","0","0","0","2","2","1","0","0","1","0","2","1","1","2","0","1","0","0","0","0","0","0","0","0","0","1","0"
"uuid:817e5ea0-46ec-4312-b0c8-85efe23ce16b","Thu Jun 05 00:00:00 UTC 2014","-8.0185692000","-34.8805056000","0E-10","48.0000000000","null","M","Cjap de estrela","8","0","0","1","0","1","1","2","0","0","2","1","0","0","1","0","1","0","0","1","1","2","2","1","0","2","1","0","0","0","0","0","0","0","2","0","0","0"
"uuid:9b42d037-98af-4418-98f1-e220780b4d95","Thu Jun 05 00:00:00 UTC 2014","-8.0191780000","-34.8809370000","0E-10","45.0000000000","null","F","Chao de estrela","8","0","1","0","0","1","2","1","0","1","2","1","1","0","1","1","1","1","0","0","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"uuid:d5346715-5b79-4056-af1b-09b0c6c3819c","Thu Jun 05 00:00:00 UTC 2014","-8.0286397319","-34.8878637236","11.9000000000","10.0000000000","null","M","Arruda","10","0","0","0","2","2","2","2","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","66","0","0"
"uuid:232a3181-299a-442c-a8c4-28f93174612c","Thu Jun 05 00:00:00 UTC 2014","-8.0283416295","-34.8890280537","2.3000000000","15.0000000000","null","M","Hip?dromo","12","0","0","0","2","1","2","2","0","0","0","0","0","0","2","2","2","0","2","0","2","0","0","2","2","0","2","0","0","0","0","0","0","0","2","0","0","0"
"uuid:d99e7239-4755-4a8b-8f69-574ff0950676","Thu Jun 05 00:00:00 UTC 2014","-8.0241924288","-34.8739532210","140.5311389361","10.0000000000","null","M","Saramandaia","8","0","1","0","1","1","2","0","0","0","2","0","1","0","0","0","0","0","1","0","0","1","1","0","0","2","0","0","2","1","0","0","0","2","2","2","1","0"
"uuid:8c47f24c-a7b5-428b-986a-8a40bbe41719","Thu Jun 05 00:00:00 UTC 2014","-8.0231776726","-34.8782493672","-3.2256631625","15.0000000000","Saramandaia","M","Saramandaia","10","0","2","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","2","0","2","2","0","0","0","0","1","0","0","0","2","2","0","0","0"
"uuid:1a00b6b5-6360-4f43-8048-2c1c1a3bef76","Thu Jun 05 00:00:00 UTC 2014","-8.0222304482","-34.8765335908","-30.3248358713","25.0000000000","null","M","Saramandaia","10","0","1","0","0","2","2","2","0","0","2","0","2","0","0","0","1","0","2","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"uuid:f8c9dab5-8d07-46fa-9945-a5383d156829","Thu Jun 05 00:00:00 UTC 2014","-8.0219339995","-34.8763194657","-23.7091568243","15.0000000000","null","M","Saramandaia","10","0","0","0","0","0","2","0","0","0","2","2","0","0","2","0","0","0","2","0","0","2","2","2","2","2","2","0","0","0","0","0","0","0","2","0","0","0"
"uuid:0a4fa160-3f3f-424c-b82d-3898dab3af4e","Thu Jun 05 00:00:00 UTC 2014","-8.0201969761","-34.8790794890","-17.1000000000","15.0000000000","null","M","Chao sde estrela","9","1","0","0","0","1","2","0","0","0","1","0","0","0","2","2","0","0","2","0","0","2","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0"
"uuid:ca88693f-b500-49ba-82de-442c439d88cb","Thu Jun 05 00:00:00 UTC 2014","-8.0272712000","-34.8891410000","0E-10","1405.0000000000","null","M","Hip?dromo","9","1","1","0","2","1","1","0","0","0","0","99","2","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"uuid:65f16812-be23-4cc0-a6d8-a75416afc52c","Thu Jun 05 00:00:00 UTC 2014","-8.0275809000","-34.8895258000","0E-10","1287.0000000000","null","F","null","9","0","1","0","0","2","2","1","0","0","2","0","0","0","0","2","2","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0"
"uuid:4cf6ebad-0805-479e-ab11-196dc38d10a3","Thu Jun 05 00:00:00 UTC 2014","-8.0269327000","-34.8895644000","0E-10","1155.0000000000","null","M","null","11","1","1","1","2","null","2","2","1","0","1","0","0","0","1","0","0","0","1","1","0","2","1","2","0","1","1","0","0","0","0","1","0","0","2","99","2","0"
"uuid:2080e91a-d06d-44c4-9150-72908a13950a","Thu Jun 05 00:00:00 UTC 2014","-8.0216523260","-34.8749457859","6.0000000000","5.0000000000","Campo Grande","F","Saramandaia","12","1","1","1","2","1","1","2","1","1","1","0","1","1","1","1","2","2","2","1","2","1","1","1","0","2","2","0","1","0","0","1","1","1","1","1","0","1"
"uuid:ec7b221c-37ba-415e-9c96-a56b29660d88","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Campo Grande","M","Saramandaia","08","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","2","2","0","1","1","1","1","1","1","2","1","0","0"
"uuid:4a91d0ce-d52d-49ba-b8da-0b6d1aa250b2","Thu Jun 05 00:00:00 UTC 2014","-8.0198532762","-34.8776360415","28.3000000000","10.0000000000","null","F","Chao de estrela","11","0","1","2","1","0","1","1","1","0","1","1","0","1","0","1","1","0","0","0","1","1","2","2","0","1","1","0","0","0","0","1","0","1","1","2","0","0"
"uuid:0b90c939-0157-43a6-b9e4-837420a899af","Thu Jun 05 00:00:00 UTC 2014","-8.0210134154","-34.8786766548","11.4000000000","15.0000000000","null","M","Ch?o de estrelas","11","0","2","0","0","0","2","0","0","0","0","0","1","0","2","2","2","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:87fc0409-4613-4710-a6e7-df9979c66642","Thu Jun 05 00:00:00 UTC 2014","-8.0213250546","-34.8782961164","-8.8000000000","10.0000000000","null","M","Ch?o de estrelas","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","2","0"
"uuid:c604063f-bc72-4475-bb23-d3d1b4c2c91d","Thu Jun 05 00:00:00 UTC 2014","-8.0197421322","-34.8786358349","-66.4000000000","40.0000000000","null","F","Ch?o de estrelas","12","0","1","0","0","1","2","1","0","0","1","0","0","0","0","0","0","0","2","0","1","2","1","2","0","2","2","0","0","2","0","0","0","1","0","1","1","0"
"uuid:efcd5e1e-b7b0-4e93-996c-1367ccc35c47","Thu Jun 05 00:00:00 UTC 2014","-8.0193538824","-34.8780824617","-7.1000000000","20.0000000000","null","F","Ch?o de estrelas","8","0","0","0","0","0","2","0","0","0","2","0","1","0","2","2","0","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:f3de7a9a-73ef-4af8-8edc-42a0d5249e40","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:d6704cd5-fab8-4377-8886-77dce4a03e29","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Rua rio fundo, 23","M","Chao de estrelas","11","0","2","0","0","0","2","0","0","0","2","0","0","2","2","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:44ff9d4b-7b09-44c8-950c-ad9295ada40c","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Rua rio fundo, no 23","M","Chao de estrelas","9","2","2","0","2","0","0","2","2","2","1","99","2","2","0","0","2","2","0","2","2","0","2","1","99","2","2","2","0","0","0","2","2","2","99","99","2","0"
"uuid:ef71a286-e36f-42e2-a063-932d6ac03da1","Thu Jun 05 00:00:00 UTC 2014","-8.0204443000","-34.8839660000","0E-10","1085.0000000000","Rua rio fundo,   23","M","Chao de estrelas","11","0","2","0","0","0","2","0","0","0","0","0","0","2","0","0","2","2","0","0","0","2","2","2","0","2","0","0","0","0","0","2","2","0","1","0","0","0"
"uuid:2f33d8e2-ef3d-4450-b72c-1c724c7dcb25","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Rua rio fundo","M","Chao de estrelas","13","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","2","0","1","0","0","2","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"uuid:2bfaff7a-9dfc-4672-8bad-6eac31c6bd19","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Av. Professor jose dos anjos","M","Rua capile - saramandaia","8","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0"
"uuid:e7a7a373-78ca-4204-876f-b8237add4093","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Av. Professor jose dos anjos","F","Rua capile","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","1","1","1","1","0"
"uuid:3502f143-952d-4fa0-a80d-cde565ad68a7","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Rua Marques de vanpedis","M","Cidade de deus","11","0","2","0","2","0","0","1","0","0","1","1","0","0","0","0","1","0","2","0","0","2","2","0","2","2","2","0","0","2","0","0","0","1","1","1","2","0"
"uuid:9f7aa6e2-06ee-49f1-a881-4c5c3f2bc84f","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Rua Marques de baipendi","M","Cidade de deus","10","0","1","0","2","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","1","0","1","2","0","0","0","2","1","2","2","0"
"uuid:d70ddc2c-9bea-4790-8d7e-d22951736dec","Thu Jun 05 00:00:00 UTC 2014","-8.0264806794","-34.8873859551","15.9000000000","20.0000000000","null","F","Arruda","10","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","2","0","2","2","2","1","0","2","0","1","0","0","0","0","0","0","0","0","2","2","0","0"
"uuid:22e7ccda-bb44-49fe-b80d-450f0fa6c8b5","Thu Jun 05 00:00:00 UTC 2014","-8.0264637060","-34.8872759007","23.2000000000","20.0000000000","null","M","Arruda","8","0","1","1","1","1","1","1","0","0","2","1","0","1","2","2","2","0","2","2","2","2","2","2","0","2","2","0","2","0","0","0","0","2","2","2","0","0"
"uuid:348a885f-cae7-47a7-84ff-cea6219ee6a9","Thu Jun 05 00:00:00 UTC 2014","-8.0218752000","-34.8838949000","0E-10","1176.0000000000","null","M","Cidade de deus","8","0","0","1","1","1","2","0","0","2","2","2","0","0","0","0","2","0","0","0","0","2","2","1","1","0","1","0","0","0","0","0","0","1","2","0","0","0"
"uuid:9058a6ab-a18c-45fc-b019-9f5780d2906b","Thu Jun 05 00:00:00 UTC 2014","-8.0253514000","-34.8799130000","0E-10","84.0000000000","null","F","Cidaee de deus","13","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","0","1","0","2","1","2","2","1","2","1","0","1","0","0","0","2","2","99","1","0"
"uuid:fcf7ada3-3295-43ea-8a50-191b2f658d70","Thu Jun 05 00:00:00 UTC 2014","-8.0282272000","-34.8760980000","0E-10","1313.0000000000","null","F","Cidade de deus","8","0","0","0","0","2","2","0","0","0","2","2","0","0","2","2","2","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"uuid:f82ff457-08ca-4c29-911b-83ae303c5598","Thu Jun 05 00:00:00 UTC 2014","-8.0251118000","-34.8795581000","0E-10","43.0000000000","null","M","Cidade de deus","10","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","2","0","1","2","0","2","2","0","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:c14ee3f1-1df2-4f87-a108-af63eaca5aa0","Thu Jun 05 00:00:00 UTC 2014","-8.0250874000","-34.8796866000","0E-10","39.0000000000","null","F","Cidade de deus","9","0","0","1","0","2","1","1","0","0","0","1","1","0","1","0","1","0","1","1","1","0","1","0","2","1","2","0","0","1","1","0","0","1","2","1","1","0"
"uuid:6850a5c0-4042-44b3-9a9e-bdea930e01c4","Thu Jun 05 00:00:00 UTC 2014","-8.0186708411","-34.8822047655","2.8000000000","15.0000000000","null","M","Campina do Barreto","9","0","2","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"uuid:fe9df2f4-7268-4b46-be32-e6e072fa1664","Thu Jun 05 00:00:00 UTC 2014","-8.0180797799","-34.8818607239","-0.0498911813","10.0000000000","null","M","null","8","0","2","0","0","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","99","1","0","99","0","0","2","2","2","0","0","2","99","99","2","2"
"uuid:1d95d13f-50fc-47a6-85eb-134dcf13f565","Thu Jun 05 00:00:00 UTC 2014","-8.0182682436","-34.8825193801","-61.8863799316","25.0000000000","null","M","null","12","0","2","0","1","0","1","0","0","0","0","0","0","0","1","1","1","2","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","1","1","0","0","0"
"uuid:7b2628e2-587e-4d45-bedb-3393d622dd94","Thu Jun 05 00:00:00 UTC 2014","-8.0384218739","-34.8725518305","32.0000000000","10.0000000000","Coelhos","F","Coelhos","9","0","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:cd23ed71-f207-477e-97d8-83e03719bd20","Thu Jun 05 00:00:00 UTC 2014","-8.0384565331","-34.8725090828","24.6000000000","5.0000000000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:a1cc663b-8019-4ba7-936b-8609017b8ed1","Thu Jun 05 00:00:00 UTC 2014","null","null","null","null","Campina do Barreto","M","Campina do Barreto","11","0","2","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","2","2","0","0","0","2","1","1","1","0"
"uuid:289b6f7a-19ec-4ba2-a2ee-a863e5c77622","Thu Jun 05 00:00:00 UTC 2014","-8.0187983718","-34.8822467588","24.6000000000","10.0000000000","null","M","Campina do Barreto","8","0","0","0","0","0","0","0","2","0","2","0","0","0","0","2","0","2","0","0","0","0","2","2","0","2","0","99","0","0","0","0","0","0","0","2","66","66"
"uuid:06672772-74f4-4f64-b874-d9fb006c6f5e","Thu Jun 05 00:00:00 UTC 2014","-8.0181451282","-34.8821569048","-2.7000000000","5.0000000000","null","M","Campina do Barreto","10","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","1","0","2","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
